age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
24,Private,280134,10th,6,Never-married,Sales,Not-in-family,White,Male,0,0,49,El-Salvador,<=50K
30,Private,66194,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,Outlying-US(Guam-USVI-etc),<=50K
20,Private,133352,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
30,Private,488720,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
64,Federal-gov,199298,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,0,0,30,Puerto-Rico,<=50K
32,Private,175413,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,Jamaica,<=50K
32,Private,256609,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
37,Private,191342,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,<=50K
21,Private,221480,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,25,Ecuador,<=50K
25,Private,308144,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
36,Private,356838,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Canada,<=50K
25,Private,125159,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,Jamaica,<=50K
33,Private,256211,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50K
48,Self-emp-not-inc,133694,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,40,Jamaica,>50K
30,Private,425627,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
31,Private,27494,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,Taiwan,<=50K
29,Private,209301,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,<=50K
58,Private,218281,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Mexico,<=50K
52,State-gov,149650,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,>50K
25,Private,191230,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,Yugoslavia,<=50K
48,Self-emp-not-inc,213140,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,<=50K
33,State-gov,37070,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Canada,<=50K
30,Private,302149,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K
27,Private,219371,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,Jamaica,<=50K
20,Private,22966,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,12,Canada,<=50K
25,Private,34541,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,Canada,<=50K
25,Private,218136,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,Outlying-US(Guam-USVI-etc),<=50K
29,Private,193260,Bachelors,13,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,30,India,<=50K
57,Local-gov,148509,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,35,India,<=50K
25,Private,64671,HS-grad,9,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
30,Local-gov,364310,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,Germany,<=50K
20,Private,70240,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,24,Philippines,<=50K
29,Private,370494,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K
43,Private,122975,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,21,Trinadad&Tobago,<=50K
24,State-gov,123160,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,10,China,<=50K
30,Private,350979,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K
45,Private,168837,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,24,Canada,>50K
28,Private,176683,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,France,<=50K
21,Private,315065,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,0,0,48,Mexico,<=50K
33,Private,343925,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,Jamaica,<=50K
56,Private,231232,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Canada,<=50K
27,Private,587310,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,0,0,35,Guatemala,<=50K
23,Private,155919,9th,5,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
26,Private,138152,12th,8,Never-married,Craft-repair,Other-relative,Other,Male,0,0,48,Guatemala,<=50K
60,Self-emp-not-inc,88570,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,15,Germany,>50K
40,Private,273308,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,48,Mexico,<=50K
46,Private,308334,1st-4th,2,Widowed,Other-service,Unmarried,Other,Female,0,0,30,Mexico,<=50K
24,Private,314823,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,Dominican-Republic,<=50K
23,Private,260019,7th-8th,4,Never-married,Farming-fishing,Unmarried,Other,Male,0,0,36,Mexico,<=50K
29,Private,228075,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,35,Mexico,<=50K
22,Private,239806,Assoc-voc,11,Never-married,Other-service,Other-relative,White,Female,0,0,40,Mexico,<=50K
51,Private,183611,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,55,Germany,<=50K
30,Private,112115,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,Ireland,>50K
25,Private,228608,Some-college,10,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,40,Cambodia,<=50K
29,Private,319149,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50K
27,Private,123984,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,35,Philippines,<=50K
59,Private,252714,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,Italy,<=50K
20,Private,147171,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
52,Private,188644,5th-6th,3,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
48,Private,145041,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Dominican-Republic,<=50K
33,Private,267859,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,El-Salvador,<=50K
25,Private,308144,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
43,Private,116852,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,36,Portugal,>50K
23,Private,256755,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,White,Female,0,0,40,Cuba,<=50K
23,Private,244408,Some-college,10,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,24,Vietnam,<=50K
17,Local-gov,246308,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,Puerto-Rico,<=50K
37,Private,632613,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,Mexico,<=50K
34,Private,499249,HS-grad,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Guatemala,<=50K
43,Private,222971,5th-6th,3,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,Mexico,<=50K
33,State-gov,79440,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,30,Japan,<=50K
22,Private,445758,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K
57,Self-emp-inc,282913,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Cuba,<=50K
52,Private,416164,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,49,Mexico,<=50K
29,Private,103111,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,Canada,<=50K
30,Private,296509,7th-8th,4,Separated,Farming-fishing,Not-in-family,White,Male,0,0,45,Mexico,<=50K
33,Self-emp-not-inc,295591,1st-4th,2,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
25,Private,251854,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,Jamaica,<=50K
38,Private,172571,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,58,Poland,<=50K
39,Private,225544,Masters,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Poland,<=50K
32,Private,209184,Bachelors,13,Married-civ-spouse,Sales,Husband,Other,Male,0,0,40,Puerto-Rico,<=50K
23,Private,185452,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,Canada,<=50K
58,Private,204021,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,Canada,<=50K
57,Private,372967,10th,6,Divorced,Adm-clerical,Other-relative,White,Female,0,0,70,Germany,<=50K
38,Private,225707,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Cuba,>50K
40,State-gov,506329,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,>50K
30,Private,158420,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,Iran,<=50K
51,Self-emp-inc,166386,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,35,Taiwan,<=50K
50,Private,207367,Some-college,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,Cuba,<=50K
30,Private,41493,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,Canada,<=50K
23,Private,223231,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50K
28,Private,94880,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,43,Mexico,<=50K
18,Private,130389,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,Scotland,<=50K
34,Private,516337,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
25,Private,312966,9th,5,Separated,Handlers-cleaners,Other-relative,White,Male,0,0,40,El-Salvador,<=50K
57,Private,319733,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Poland,>50K
29,Private,255476,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,Mexico,<=50K
58,Private,137547,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50K
53,Private,276515,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,Cuba,<=50K
61,Private,173924,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Puerto-Rico,>50K
22,Private,304710,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,10,Vietnam,<=50K
23,Private,73514,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K
32,Private,153078,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,South,<=50K
52,Private,310045,9th,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,30,China,<=50K
46,Private,267107,5th-6th,3,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,Italy,<=50K
28,Private,153475,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,El-Salvador,<=50K
53,Private,169182,10th,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Columbia,<=50K
27,Private,208703,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Japan,<=50K
21,Private,221955,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Mexico,<=50K
27,Private,113464,1st-4th,2,Never-married,Other-service,Own-child,Other,Male,0,0,35,Dominican-Republic,<=50K
55,Private,231738,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,England,<=50K
34,Private,110622,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
27,Private,292472,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K
23,Private,38151,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,40,Philippines,<=50K
26,Private,306225,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Poland,<=50K
32,Private,94041,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,Ireland,<=50K
46,Private,199316,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,India,<=50K
42,Private,236110,5th-6th,3,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
33,Private,192644,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,35,Puerto-Rico,<=50K
51,Private,240988,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
43,Self-emp-not-inc,240170,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,<=50K
19,Private,274657,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,50,Guatemala,<=50K
49,Private,200471,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,<=50K
20,Private,329530,9th,5,Never-married,Priv-house-serv,Own-child,White,Male,0,0,40,Mexico,<=50K
31,Private,273818,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,Mexico,<=50K
46,Private,256522,1st-4th,2,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Puerto-Rico,<=50K
48,Private,355320,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Canada,>50K
46,Private,137354,Masters,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
43,Private,361280,10th,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,42,China,<=50K
52,State-gov,447579,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,England,<=50K
47,Federal-gov,34845,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,Germany,>50K
25,Private,276310,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
44,Private,215479,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,20,Haiti,<=50K
58,Private,209423,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,Cuba,<=50K
48,Private,96359,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Greece,>50K
25,Private,195994,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,<=50K
27,Private,101364,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
51,Private,320513,7th-8th,4,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0,0,50,Dominican-Republic,<=50K
37,Private,323155,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,85,Mexico,<=50K
58,Self-emp-not-inc,231818,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Greece,<=50K
23,Private,200089,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,40,El-Salvador,<=50K
22,Private,117210,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,Greece,<=50K
59,Private,359292,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
53,Private,97411,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K
62,Private,368476,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,24,Mexico,<=50K
38,Private,180303,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Japan,>50K
24,Private,200089,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,Mexico,>50K
33,Private,93206,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
43,Private,124919,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60,Japan,<=50K
25,Private,306352,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Mexico,<=50K
25,Private,144478,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,Poland,<=50K
22,Private,254547,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,30,Jamaica,<=50K
37,Private,410913,HS-grad,9,Married-spouse-absent,Farming-fishing,Unmarried,Other,Male,0,0,40,Mexico,<=50K
45,Self-emp-not-inc,285575,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
22,Private,496025,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
32,Private,295117,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,England,>50K
31,Self-emp-inc,83748,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,70,South,<=50K
30,Private,268575,HS-grad,9,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
29,Local-gov,183523,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Iran,<=50K
50,Private,182360,HS-grad,9,Separated,Prof-specialty,Unmarried,Other,Female,0,0,60,Puerto-Rico,<=50K
43,Private,401623,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,Jamaica,>50K
46,Private,175262,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K
23,Private,216867,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,37,Mexico,<=50K
24,Private,86745,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
35,Private,245090,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
32,Private,273287,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,Jamaica,<=50K
20,Private,116666,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,8,India,<=50K
20,Private,175069,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Yugoslavia,<=50K
39,Private,207185,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,Puerto-Rico,>50K
46,Federal-gov,80057,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Germany,>50K
37,Private,196338,9th,5,Separated,Priv-house-serv,Unmarried,White,Female,0,0,16,Mexico,<=50K
44,Private,228057,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,Puerto-Rico,<=50K
58,Private,121111,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Greece,<=50K
59,Private,426001,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,20,Puerto-Rico,<=50K
53,Self-emp-inc,246562,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,>50K
50,Self-emp-not-inc,324506,HS-grad,9,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,48,South,<=50K
37,Private,147638,Bachelors,13,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,36,Philippines,<=50K
36,Private,82743,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,White,Male,0,0,55,Iran,<=50K
49,Private,176814,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Canada,<=50K
32,Self-emp-not-inc,190290,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Italy,<=50K
28,Self-emp-not-inc,123983,Some-college,10,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Male,0,0,63,South,<=50K
51,Private,125796,11th,7,Separated,Other-service,Not-in-family,Black,Female,0,0,40,Jamaica,<=50K
41,Private,132633,11th,7,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,25,Guatemala,<=50K
77,Self-emp-not-inc,72931,7th-8th,4,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,20,Italy,>50K
44,Private,216116,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,40,Jamaica,<=50K
41,Private,406603,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,6,Iran,<=50K
